9:17:38,10710422,Camilo Santana confronta governo Bolsonaro e exige direito de testar turistas internacionais para Covid-19… https://t.co/GQCC8CQp3w,125
9:17:40,19350237,Cientistas à procura de mutações em Covid que fazem com que os tratamentos percam a potência,126
9:17:40,1551427842,"RT @brunopommer: do instagram de algum ex-colega de trabalho ""você voltaria pro dia 01/01/20 sem covid mas sem conhecer as pessoas que conh…",127
9:17:42,4176237143,Namoral não é possível vei,128
9:17:42,604725615,"RT @ninhodanacao: Flamengo com uma maratona de jogos, covid, seleção, quatro partidas em oito dias, voou no segundo tempo contra o Corinthi…",129
9:17:45,94081671,Covid-19: Teste obrigatório à chegada à Madeira mesmo para viagens inferiores a 72 horas - https://t.co/T3uYVowXMH https://t.co/HnQY71iP6g,130
9:17:46,484249177,"RT @OsmarTerra: Argentina, fechada na quarentena mais longa e radical do mundo, disparou no aumento % de mortes por Covid,quadruplicando es…",131
9:17:47,19593634,"Argumento do gerente de campanha de Trump, Bill Stepien, é que temas como Covid-19, racismo e mudanças climáticas j… https://t.co/AD2Iy4Dqkg",132
9:17:56,1262079470,Todos os municípios de MT permanecem com risco baixo de contaminação da Covid-19 https://t.co/RiEOPsYhjZ,133
9:17:58,2933511873,"Agora vc imagina se o atlético tem um surto de covid, tem q jogar contra o palmeiras na casa deles com o sub20. Dps… https://t.co/84pPiofgld",134
9:18:0,3095960279,COVID-19 | Pfizer pode buscar aprovação de emergência para vacina em novembro #tecnologia #ciencia #hardware… https://t.co/HYoTZqKnV2,135
9:18:7,58500178,"Mais uma mentira do #BolsonaroCharlatao Covid-19: governo sustenta eficácia da nitazoxanida, mas não apresenta dado… https://t.co/vfkZdWLhpG",136
9:18:8,1527863906,CÂMBIO-Dólar ronda estabilidade de olho em disseminação da Covid-19 e expectativa de estímulo nos... - https://t.co/EkHZpnODtN,137
9:18:12,138825245,RT @Astro_Pontes: A comprovação científica da eficácia da Nitazoxanida na redução da carga viral para tratamento precoce da covid é uma not…,138
9:18:12,65473559,RT @fala_brasil: Crianças com Covid-19: leitos infantis com 100% de ocupação #FalaBrasil https://t.co/p2AEwmd9CU,139
9:18:14,144581051,"RT @radiopeao_br: Segunda onda da covid-19 no Brasil é ‘risco iminente’, alerta Nicolelis https://t.co/0BCCcg99vL",140
9:18:17,1255958341362343938,Idosa é a quinta vítima da Covid-19 em Manoel Ribas https://t.co/u90uZUWekf,141
9:18:25,20781852,"Covid-19: Doença já matou 1.119.590 pessoas no mundo e vírus infetou mais de 40,4 milhões -AFP https://t.co/hMRASzGjVZ",142
9:18:26,132285117,"Brasil ultrapassa 154 mil mortes por Covid-19, aponta consórcio de imprensa https://t.co/laMCMtiXmr",143
9:18:35,39796363,Marcos Pontes: descobrimos a cura pra Covid  Mundo inteiro: sério? Quais as provas?  Marcos Pontes: https://t.co/7dkxcSDvzG,144
9:18:36,1276205209874767873,"Medicamento pode reduzir em 95% carga viral da covid-19, diz Marcos Pontes https://t.co/Ic2wEGKS5h",145
9:18:38,1105126592370618370,"O total de casos ativos,pessoas infectadas pelo coronavírus,caiu para 414,8 mil em todo o país. É o menor número em… https://t.co/scwG3ImXxf",146
9:18:40,965569527688978438,"Após apresentar sintomas, Maguito Vilela testa positivo para Covid-19 https://t.co/C48nXaY4OW",147
9:18:44,1106658644509245441,"@EduQuim101 @jdoriajr Meu amigo, essa balela de Covid está com os dia contados ... aguarde dia 03/11... no dia 04 e… https://t.co/jppeWJli9E",148
9:18:53,63886540,"RT @secomvc: O ministro da Ciência, Tecnologia e Inovações, Marcos Pontes, anunciou nesta segunda-feira (19) o resultado do estudo clínico…",149
9:18:54,1136948372370264065,RT @RosaMariaAssi12: Notícia boa vale apena compartilhar!,150
9:19:5,123025081,Trump ataca principal cientista dos EUA sobre o coronavírus e o ameaça de demissão https://t.co/RUBewodRo0,151
9:19:15,701319440,"RT @SamPancher: Após o evento de hoje no Palácio do Planalto, houve uma coletiva de imprensa. Ao lado do ministro Marcos Pontes, a professo…",152
9:19:25,138825245,"RT @secomvc: O ministro da Ciência, Tecnologia e Inovações, Marcos Pontes, anunciou nesta segunda-feira (19) o resultado do estudo clínico…",153
9:19:28,204898235,Boletim chã-grandense aponta novo caso de coronavírus e outros dois suspeitos https://t.co/AIq9gbzFS7 https://t.co/A4x7nGgbXc,154
9:19:57,266741252,Canabidiol pode reduzir problemas nos pulmões de infectados por covid-19 https://t.co/1bSLukHVBf https://t.co/BtNy6gpDYN,155
9:20:5,46762060,O boletim também aponta ainda 3.575 casos suspeitos e outros 4.137 descartados  https://t.co/0z68lv5vMo,156
9:20:7,110733622,Mulher morre de Covid-19 em avião após não conseguir respirar - https://t.co/yHRA5SRitu https://t.co/5fWLRdLrhB,157
9:20:9,1255958341362343938,Rio Bom registra mais sete casos de Covid-19 https://t.co/M8qC6IHWDf,158
9:20:11,82350646,"Covid-19. Finnair vai despedir 700 trabalhadores, menos do que o esperado em agosto https://t.co/rCjp2lbbuj https://t.co/NGXKkqocKT",159
9:20:15,2469781496,"‘Deixamos populações vulneráveis ainda mais frágeis à Covid-19’, diz médico veterinário que atendeu seres humanos https://t.co/L4TarSfZJK",160
9:20:17,50494584,RT @DCM_online: Bolsonaro é chamado de “charlatão” após anunciar vermífugo contra covid-19 com gráfico fake https://t.co/LWABeItXQ1,161
9:20:17,6135602,[Notícias em áudio] Bolsonaro diz que vacina contra a covid-19 não será obrigatória. França promete rigor contra is… https://t.co/cFp2EbiZjj,162
9:20:22,248890506,Camilo Santana confronta governo Bolsonaro e exige direito de testar turistas internacionais para Covid-19 https://t.co/peV6ZVYoeD,163
9:20:27,55321561,"Na Ilha de Itaparica os três candidatos a prefeito promoveram aglomerações nesse final de semana, inclusive compart… https://t.co/BFEcotmDPZ",164
9:20:38,138825245,"RT @conexaopolitica: Não será obrigatória e ponto final, diz Bolsonaro sobre vacina contra covid-19 https://t.co/DQK9kxWIBU",165
9:20:47,755817199,ALGUMA NOVIDADE???  Estudo de universidade dos EUA mostra que medidas drásticas de confinamento não resolvem contra… https://t.co/6nGc7SRcjH,166
9:20:53,131716054,"RT @CamiloSantanaCE: Após ter solicitado apoio ao Governo Federal p/reforçar ações de controle sanitário no Aeroporto de Fortaleza, em virt…",167
9:20:54,1897572906,RT @AiltonBenedito: Brasil mantém queda nos registros de óbitos pela Covid-19 https://t.co/I7LA5u0p5o,168
9:21:9,50850883,BALANÇO OFICIAL – Brasília: O Ministério da Saúde divulgou ontem que o Brasil registrou 271 novos óbitos em decorrê… https://t.co/6Q7oYv06Sw,169
9:21:11,131716054,"RT @CamiloSantanaCE: ... como a realização obrigatória do exame de Covid antes do passageiro embarcar para o país. Dessa forma, busco garan…",170
9:21:17,445670893,"RT @OsmarTerra: Argentina, fechada na quarentena mais longa e radical do mundo, disparou no aumento % de mortes por Covid,quadruplicando es…",171
9:21:19,138825245,"RT @gazeta_brasil: Vermífugo Annita “é capaz de reduzir a carga viral da Covid-19”, anuncia Marcos Pontes  https://t.co/mhpH4Vidy5",172
9:21:22,6135602,[Notícias em áudio] Bolsonaro diz que vacina contra a covid-19 não será obrigatória. França promete rigor contra is… https://t.co/WSSwXCBPS0,173
9:21:27,215284578,RT @Medicina_CFM: Pesquisa realizada pelo Datafolha mostra que os brasileiros reconhecem a importância dos médicos na atualidade. O levanta…,174
